,Date,Rating,Message,Author Reviews,Restaurant,sentiment,DayOfWeek
323,2023-11-13,5.0,"The food was great, the service amazing! We are visiting the area from out of town and could not be happier with our evening at Vivace.",3.0,Vivace,0.7518,Monday
324,2023-11-25,5.0,"This is my favorite Italian restaurant in Cville. I can't believe it only has 3.5 stars. It should be 4.5 !  They import their flour and olive oil from Italy, they make their own pasta, and they have a wonderful patio to dine on most of the year. The dishes, staff and owner are wonderful too!",7.0,Vivace,0.8997,Saturday
325,2023-12-03,1.0,Food was good until my girlfriend and I were both throwing up later that night from food poisoning. Not a fan that I spent $85 on a nicer dinner for us and it ruined our night. Don't recommend if you want to keep down your dinner.,1.0,Vivace,-0.5956,Sunday
326,2023-12-03,5.0,Had a very nice meal here. Nothing fancy but the pastas were very tasty and the portions good.,10.0,Vivace,0.7092,Sunday
327,2023-12-03,5.0,"YUP! Everything about Vivace was so good. The service was excellent. I forgot her name, but our waitress was so sweet, funny, and attentive. We got wine, which I enjoyed. The ambiance was great for a date night. I believe I got the Ragu alla bolognese, which I really enjoyed. However, my partner got the pasta alla vivace which was DELICIOUS. The Marsala cream sauce was just incredible. I'm not even the biggest fan of mushrooms or tomatoes, but I would definitely recommend trying this out. We will definitely be back.",16.0,Vivace,0.9944,Sunday
328,2023-12-24,5.0,"Great food, service and ambiance . Our party of four started with Oysters Rockefeller and Antipasto for apps. Nice portions and delectable. For entrees, we ordered Salmon Risotto, Carbonara and Bolognese. All of which were scrumptious. Eleanor was our server and she was one in a million...a true delight. We liked this place so much that we made future reservations for a special birthday celebration on the way out! Bon appetit!",6.0,Vivace,0.9824,Sunday
329,2024-01-14,3.0,"First time going to Vivace and decided to go based off of peoples reviews. Our waitress, Eleanor, came up to our table and right off the bat told us she smoked weed before her shift and was ""blazed"". She then dropped the F bomb a few times throughout talking to us. We asked for bread and water right after being seated and that took 25 minutes to be brought out to us, not by our waitress but by another employee. We then waited another 30 minutes for her to show up again and she apologized for forgetting about us, she was extremely high energy, acted high and very forgetful. The food was okay, we both ordered a side Cesar salad and it was pretty small portions. We also ordered the Carbonara, tasted good, but also pretty plain. Not worth the money, mostly when dealing with a waitress like we had. Won't be back.",1.0,Vivace,0.9701,Sunday
330,2024-02-15,5.0,"I had my wedding dinner here and it was phenomenal! The food was so good, the service was amazing and the servers catered to our every need. We reserved the red room and it was perfect for our small wedding party. The atmosphere was relaxing and calm. I love it here. We will definitely be back very soon!",6.0,Vivace,0.9797,Thursday
331,2024-02-24,5.0,Great food and service.  Authentic Italian fare and unique ambiance.  Easy parking.  I would return on a future trip.  Reservations advised.,192.0,Vivace,0.7906,Saturday
332,2024-04-14,5.0,"Super cute restaurant in Charlottesville! The food was all very good. We got the bruschetta and spinach feta dip. All of the pasta seemed homemade. I would recommend a red sauce pasta dish. We sat outside, it was nice but a little cold. Our waiter was also very nice.",3.0,Vivace,0.904,Sunday
333,2024-04-30,5.0,"Vivace is our go-to for Italian. The restaurant has great food and atmosphere, and the bar area is nice to sit and have a glass of wine. We often do takeout - they package everything up nicely. Highly recommend!!!",8.0,Vivace,0.9256,Tuesday
334,2024-05-05,5.0,"We only eat in the bar.  Love Katie, the bartender.  Food is consistent and delicious.  The bread is amazing!  Keep up the great work!",5.0,Vivace,0.9544,Sunday
335,2024-05-16,5.0,"A very good dining experience. Great service, delicious cuisine and comfortable atmosphere. Highly recommended!",8.0,Vivace,0.9492,Thursday
336,2024-05-16,5.0,"My favorite Italian restaurant in Charlottesville. The food is great. I've been two times, and each time I've gotten something different. Both dishes were authentic Italian. Will be back soon.",62.0,Vivace,0.7964,Thursday
337,2024-05-25,5.0,Amazing food. I live across the street and have been going here for years. Easily the best Italian food in cville. Calamari is amazing. Chicken parm is my favorite.,2.0,Vivace,0.9531,Saturday
338,2024-05-30,5.0,"Fantastic Italian food, amazing ambience, top flight service! And I met the charming owner to boot, all on my first visit! A beautiful and romantic setting, an incredible menu with a wide selection of traditional and new delights. Extremely fresh, clean, wonderfully prepared Chicken Parmesan with house made sauce, house made pasta which I would recommend to anyone, an inspiring ciabatta, and wicked tiramisu! A delightful Mother's Day dinner and a new favorite in my new Cville home!",13.0,Vivace,0.9918,Thursday
339,2024-06-01,2.0,"My first time at Vivace was a few nights ago. I was really looking forward to eating there with friends. We enjoyed our cocktails, even though conversation was difficult in the small room we shared with loud voiced patrons. Of course that can happen anywhere. We shared a really good salad and bread, then ordered our entrees. My entree was delivered with the wrong sauce which the server recognized right away. She took it back to the kitchen. I was then given the correct entree but it was not good. It was like a bowl of creamy pesto sauce with pasta hidden beneath. I didn't complain because it was edible, just not what I expected. Two others in our party did not enjoy their meal either. Our server was great and not at fault for what came out of the kitchen. She deducted two meals from our bill. It's possible I will give Vivace another try in the future.",1.0,Vivace,0.9743,Saturday
340,2024-06-15,5.0,Excellent food and accommodates my gluten free diet beautifully. The best risotto I've ever had.,1.0,Vivace,0.9423,Saturday
341,2024-06-26,2.0,"Yeah vivace has kinda fallen downhill since the last time I was in and I probably wouldn't be back at this point. All of my coworkers and friends agree. It was good a few years ago but is nowhere near what it used to be. TLDR: expect really basic kinda boring Italian food for twice as much as you should pay.

First thing is the ambiance in here is great - the building is really cool and the decor inside is great. They have started storing extra kitchen boxes in the foyer, which was a little weird, but overall the ambiance is nice. This is probably the best part of the experience here.

Service wise, not so great. Most of the staff I saw were either high schoolers or early college and act aloof like they're too good to talk to you or act bothered that they have to do their job. Their foyer is basically an intersection with a ton of other paths and the servers/staff will literally run into you while you're waiting at the host stand. Overall really rude. Staff was also walking around in pairs/groups chatting and it felt like I was eating in a cliquey high school cafeteria lol. Top it off with our rude server who joked that he had to check IDs because we ""look like a bunch of babies in a trench coat"" (were all in our mid-late twenties) and then continued to just make backhanded jokes to us the rest of the evening? Yeah. Not great.

Then there's the food. The arancini we got was actually pretty solid. The entrees were not. My ravioli was bland at best, pretty much plain cheese ravioli with vodka sauce. My boyfriends chicken picatta was so boring. Plain breaded chicken with plain spaghetti in what tasted like just straight lemon juice. Ugh

Everyone else at our table said the fettuccini Alfredo and the pasta primavera were similarly boring and bland. This place used to be good but is now a robbery. They are audacious charging as much as they do for some of the most boring Italian I've ever had.

Overall with the combination of our awful service and terrible food we would not be back. Would not recommend you give it a try. Cville is full of great restaurants and this is no longer one of them.",249.0,Vivace,0.9967,Wednesday
342,2024-07-01,1.0,"Unpleasant first (and last) experience ordering takeout online here. Portions are small considering the prices, especially the cake. $8 for a piece of cake half the size of my hand is criminal. I also paid $6 extra for chicken on my carbonara and specified that I wanted crispy chicken, but I was given grilled chicken. Flavor of all food was adequate, but we won't be returning.",73.0,Vivace,0.0516,Monday
343,2024-07-09,4.0,"Nice outdoor seating with fans to circulate the air.  Our waitress was very good.  Stopped by frequently and just so friendly.  She recited the nights specials in detail.  Our waitress brought out some fresh warm bread with butter and oil to start. One person in our group ordered the gluten free pasta and really enjoyed it.  We split the burrata that came with some greens and was very good.  Also split a special salad that had fresh fruit, nectarine and blueberries, really tasty and fresh.  The Gamberi Fra Diablo was a good size meal and shrimp was cooked perfectly but the sauce was not real spicy could use some more spice.  Others enjoyed the Chicken Parmigiana and Gnocchi.",1595.0,Vivace,0.9731,Tuesday
344,2024-07-22,1.0,"I want to, first, make it very clear that our server, Linda, and every waiter/waitress we interacted with was fantastic. Almost every server that walked by took the time to stop and say hello to my well behaved golden retriever, Oatmeal. He was barking a tad at first, but a very nice blonde waitress came over and told us it was not an issue. Ever since the first time I visited, I loved Vivace (I even wrote a very positive review, see attached photos for proof); unfortunately, today I had a very negative experience and will no longer be a loyal customer nor will I ever recommend it as a place to visit again. We had a 6:30 reservation for two and a dog on the patio. We even noted in the reservation that our party included a dog. Oatmeal has sat on their patio multiple times without an issue, and tonight should have been no different. We ordered a bottle of wine, an appetizer, and two entrees, yet after sitting on the patio for about two hours a new group of guests chose to sit on the patio. We were sitting right by the entrance to the patio and the front door, meaning that any guest requesting to sit on the patio very clearly knew there was a dog on the patio. Oatmeal was well behaved, and left all other guests completely alone, except for when they would come up and ask to pet him. The problem is, and the part that makes me feel incredibly disrespected, that management approached us halfway through our entrees and told us that they had recieved complaints about my dog. Now, if my dog had behaved in any way problematically I would have agreed and left without a problem. My dog did not go up to other tables, nor did he try and steal any food that was not our own. When I was obviously taken aback by this statement I asked the manager to expand on what exactly was done wrong, and I was informed that ""maybe his tail is hitting people's chairs"", yet the flaw in this was that the only table anywhere near us was completely empty. Very clearly, the newer table was more ""valuable"" than us because my dog was nowhere near them, and even though we were there first and had reserved a table for the dog they just wanted to appease them regardless of how it affected us which was not a fair solution to the problem. I am absolutely disgusted with the way management chose to prioritize them over us, and I am heart broken that I can no longer go to one of my favorite restraunts in Charlottesville because of they way they handled the situation. I proceeded to ask the manager if we were being kicked out, and after dancing around the question for a few seconds it was evident that he expected us to leave, again even though we had reserved the table with the stipulation of having a dog; furthermore, we kept the dog in control and well behaved the entire time. My dog did absolutely nothing wrong, and I am confident that the new table chose to sit on the patio with the intention of kicking the dog out for whatever reason, believing they are more important and more worthy than us. We sat on the patio for two hours, and did not get to actually enjoy our entrees. I think a very clear solution would have been to offer them an inside table if they did not want to be on the same patio as a dog. I am very disappointed that what was supposed to be a fun night at a nice restraunt ended with me leaving early and in tears. Again, Linda was lovely and took very good care of us. If the dog had truly been a valid problem, I have a hard time believing that we would have been able to sit on the patio for about two hours before anyone had to say anything about the dog's behavior to us.",1.0,Vivace,0.9116,Monday
345,2024-07-22,5.0,My favorite Charlottesville restaurant! Too excited to take a picture before the first few bites,2.0,Vivace,0.69,Monday
346,2024-08-11,4.0,"Despite the owners not being Italian, the menu and atmosphere pay a respectable homage to Italian cuisine from the bolognese to tiramisu. The service was great, the upstairs dining room was perfect for a date/dinner party, and I would go again.",21.0,Vivace,0.9186,Sunday
347,2024-08-17,5.0,"We called ahead and got seated quickly. The restaurant is huge and we were sat upstairs. The lights were dim, and the decor was eclectic but still on-theme. We ordered the antipasti platter, which was delicious. The complementary bread was hot and had a great texture. We ordered the Frutti de Mare, the carbonara, and the Virginia Clams Oreganata. The portions were huge and the pasta was cooked well, and the sauces were full of flavor. We also got dessert, and the tiramisu was one of the best I had ever had. The contrast between the creamy marscapone and the bitter espresso was perfect. Our server was also great, very attentive throughout the whole menu and knowledgeable with our questions and the specials.",20.0,Vivace,0.987,Saturday
348,2024-08-18,5.0,"I came here for birthday dinner with my girlfriends and we made a reservation. We got seated upstairs and our waitress was kind. I like this place because it can be dressy or casual. There's an outdoor seating area that's nice.  They brought bread for the table which was yummy sourdough type. With the olive oil it was delicious. For drinks, I did the peach bellini which was yummy and then we did calamari as the appetizer which was good. I got the spaghetti bolognese and it was yummy and big portion size. For dessert, we split the tiramisu and it was outstanding!",372.0,Vivace,0.9843,Sunday
349,2024-09-04,4.0,"Wonderful food, and waiter. Friendly establishment who catered to our need for a covered outdoor table for our 3 month old and 3 year old. Thank you for taking good care of us!",64.0,Vivace,0.9412,Wednesday
350,2024-09-10,5.0,Favorite Italian restaurant in the Crozet/Charlottesville area. Highly recommend. I generally get the ravioli as the sauce is unmatched. Staff is always very friendly. The building itself is very well decorated and carries a strong Italian ambiance.,20.0,Vivace,0.9284,Tuesday
351,2024-09-30,5.0,"First off, let me start off by saying for all the haters out there let's first not forget that Italian cuisine is a celebration of the triumph. The struggles that the Italian people went through over the last few hundred years. And who knows who is Italian or not half the people in Richmond Virginia that people think are black or actually Cherokee Indian but that's neither here nor there there's so many critics that shouldn't be critics because first you shouldn't be allowed to judge food with a condescending tone about any of the aspects of it unless you yourself can replicate it at at least the level that you are criticizing or better, it takes a lifetime just about to be able to do that and I'm not talking about eating at Olive Garden A lot of these things seem like personal stabs at the business for something that oh gosh, I could only imagine I've been a line Cook sous chef for the better part of my life and their food is top-notch. It's in black-and-white on the menu. The portions were awesome and I like to eat a lot, and from the looks of the parking lot when I pulled in full of nothing but Aldi's and Porsches and a lot of other high-end vehicles that were the guest patron the place I'd say that there were some pretty experienced pallets there and I almost felt out of place in my Audi A5 Quattro picking up some pasta dishes and some desserts, but I was greeted with kindness may have took a little bit longer than I expected, but that's my expectation not the flow of the business and of course the people were probably young adults because that is one of the better jobs for them to get to give them some real world experience interacting with the public on many different levels the only way for a server to do exactly what the patron would like is a for them to act like a complete and total asshole at the beginning of the dinner by giving the waiter or waitress ridiculous instructions to follow the entire time they're at the table they have to be able to read your mind so cut them some slackbecause if something happens somewhere, it's usually never the waiters or waitresses fault unless they forget something or they're very unattended and that is the learning experience of that job I mean for crying out loud they get paid 213 an hour which barely covers their taxes. I challenge anybody to take on a 12 burner sauté a broiler oven a four-door refrigerator reach under 16 item sauté station bottom themselves. oh with a broiler and two sets of small grill racks for, different fish and what not and you have no time left go so mad respect to those who do that job because I know what it's like while you have condescending pretentious, entitled individuals overlooking the experience and only attacking what they are seeking if you like Italian food, even Gordon Ramsay palette would it would keep his mouth shut. Please do not hesitate to go here and enjoy the atmosphere. It was very quiet when I pulled up all I could hear where the birds, a low tone background noise of the bustling of knives and forks against well prepared plates for what appeared to be some very experience pallets you will not be disappointed.",2.0,Vivace,0.9869,Monday
352,2024-10-07,2.0,"The environment was great but the service was awful. Maybe they were short staffed (we didn't know, they never said anything), but they took so long to walk around to our table. We were constantly out of water, and after the appetizers were finished they wouldn't clean our table, they left dirty dishes there throughout the whole dinner. The pesto pasta was good, so was the bruschetta, but the carbonara was not good. I'd not return or recommend this place.",9.0,Vivace,-0.4857,Monday
353,2024-10-18,5.0,Excellent food and service. Fabulous old art deco bar in an old Virginia home. Will definitely return to continue trying the rest of the menu.,43.0,Vivace,0.8689,Friday
354,2024-10-20,5.0,"The food is solidly good (not spectacular), but it doesn't need to be. I always enjoy my meal, the atmosphere, and the festive energy of the place.",76.0,Vivace,0.9169,Sunday
355,2024-10-21,4.0,"Busy Sunday late afternoon. Reservation on the patio. Could use a bit of a revamp on tables, chairs and the plastic screening that surrounds but, still, not bad. Food was good. Eggplant Parm, Chicken Marsala (huge portion), and Bolognese were tasty and well prepared.  Wine list is somewhat short but adequate and fairly priced. Challenge was service. Was clear the restaurant was understaffed.  Wait for drinks extended to 20 minutes.  Wait for meals an additional 30 minutes after ordering. Even paying took about 20 minutes. Seemed like there was one member of the wait staff servicing tables on the patio, the bar, and tables inside as well.  Perhaps a Sunday night isn't the best time to visit or maybe the restaurant has staffing issues?  Regardless, if you're patient with a potential for slow service then you'll be happy you came to Vivace.",152.0,Vivace,0.9745,Monday
356,2024-11-01,2.0,"Wednesday's Vivace experience was way different than the first time I came here. 

The bread was good and the white bean soup was fine (although I wish we were told there was meat in it). However, the marinara sauce was so acidic that it gave me the worst heartburn of my life, and my boyfriend said something tasted 'off' in the oricchiette dish. There was a bitter taste to it.

The biggest issue was that they need to clean their ice machine or wherever the ice is stored. The water tasted like it was going to make us sick. I'm not sure what happened! It wasn't like this a few months ago.",408.0,Vivace,0.3027,Friday
357,2024-11-11,5.0,"Visiting from Tucson, Arizona, my daughter, and I gave this place a try. From start to finish, a very pleasant experience. Perhaps a local favorite, as I easily engaged in conversations with three separate couples, all of whom spoke very highly of this restaurant, the service, and the food. They were not wrong.

I had the chicken Parmesan, and my daughter had a small plate of fettuccine Alfredo and a Margherita pizza. All three entrées were cooked to perfection!

Megan, our bartender, was super friendly and accommodating.

I highly recommend keeping this place a try if you are in the area.",245.0,Vivace,0.9801,Monday
358,2024-11-24,5.0,Classic tasty Italian. Perfect date night spot with fast service and a homey feel. I recommend the calamari and the baked penne pasta.,13.0,Vivace,0.7351,Sunday
359,2024-12-07,4.0,"Great family restaurant 
Good food, great staff, cozy atmosphere 
The personal pizza is excellent 
Worth the trip",3.0,Vivace,0.9493,Saturday
360,2025-02-04,5.0,"I probably have a bit of bias associated towards this place. I usually go here to celebrate something small without breaking the bank. 

The food is very good but not mind blowing. Last time I went the spaghetti and meatballs was a bit underwhelming. Every other dish I have gotten here has been quite tasty though. Would recommend the Taste of Italy and Carbonara.

Ambiance is that or a fine dining place without the usual fireworks you get at a place like that (and price tag). 

I would highly recommend giving this place a shot.",140.0,Vivace,0.9566,Tuesday
361,2009-02-27,4.0,"This place is super cute and has a nice rustic feel to it. It has actually a very small dining area and if you go as a couple, get the ""love table"", it's a little long table and you both sit on the same side.

We ate downstairs where the bar was and had just appetizers. The service was very good and attentive. The bread was warm, crusty on the outside and chewy on the inside. The artichoke pate was delicious and had lots of pickles, olives, and croutons. The squash soup was creamy, peppery. A+. 

They do catering and also have two large rooms that are for private parties. Look on the website they are very charming.

The decor is rustic, but the clientele is a little older and not as ""hip"".",233.0,C&O,0.9354,Friday
362,2011-01-18,5.0,"This is my favorite place in Charlottesville.  I have always loved eating here so much that C&O catered my wedding a few years back (Dave Simpson and company are absolute masters at event management).

This place has the whole package - exceptional food, exceptional service and atmosphere.  I especially enjoy sitting downstairs with the bar.",693.0,C&O,0.8858,Tuesday
363,2011-01-25,5.0,"****4.5 stars***

When better to stuff my face at places on my to go list than during Restaurant Week? C&O has been on my to go list of popular, high-rated dining experiences for a while now.

C&O is located at the end of the downtown mall a little past the Melting Pot in an antiquated building with what looks to be boarded up doors or windows or something in the front. When you enter, there is a small (by small I mean that it can fit 8-10 people) reception area with a fireplace. Beyond that, there is a dining space that looks like a long, narrow hallway. If you look closer though, you'll see that it is in fact a tiny room with a few tables cleverly reflected in a wall mirror. There is a bar off to another side room and an upstairs seating area as well.

While C&O definitely qualifies as fine dining, it aims to provide a comfortable atmosphere in it's traditional Virginia setting. Service was stellar and friendly (and thankful in one event) when I called several times on the phone as well as during our dinner.

To start, I had the arepa with braised pork, ricotta cheese, and pickled onions. This was an app that blew me away. The ricotta was housemade and not overpowering. The braised shredded pork was flavorful and tender. And I really liked the pickled red onions. Everything came together well on the arepa, a thick corn flour tortilla/bread, which may have been a little too thick as it tended to overpower some of the ingredients on top with its doughiness.

I had the bistro steak with sauce bordelaise. I do not think the cut of steak selected for the dish did it justice. Bistro steak tends to be soft on the outside but sinewy on the inside. However this cut of bistro steak may have been a little more sinewy than usual (only reason for 4.5 stars). Even with medium rare to avoid any toughness, I had a hard time cutting (much less chewing) this steak. As did others of my group. The outside had a nice smokey, seared flavor and went wonderfully with the red wine sauce and mashed potatoes (very flavorful with skin, the best kind of mashed potatoes) and some garlic sauteed asparagus (which were very fresh and young).

For dessert: the yummy Chocolate Pot de Creme. By this time, I was extremely full but I didn't want this excellent dessert to go to waste. It was not a rich chocolate and it had hints of cinnamon and/or nutmeg that made it unique and tasty.

Other notes: Crab and polenta looked tempting. Linguine with littleneck clams were housemade with beautiful coloring and thickness, served with whole large clam and not those dinky ones that come in canned soups. Creme brulee had beautiful looking and tasting caramelization, however the layer of custard itself was very thin. Cobblers came out piping hot and looked delicious.",497.0,C&O,0.9957,Tuesday
364,2011-11-27,4.0,"This place came highly recommended - both from our hotel concierge, numerous pieces of printed material and many comments from people in the area. I can tell you, however, to ignore your first impression of the place - an old Pepsi sing hangs on the front of an older brick building, paint peeling from an old sign on the wall as well.

There was a film festival going on the weekend we were in town but we stopped in on a Friday to see if we could get a table somehow (everyone told us it would be impossible and they were right). The owner, David Simpson, was kind enough to give us a guided tour of the premises - up, down and outside. Everywhere we looked people seemed to be having a great time. We decided to try again before we left town.

Sunday night - we're in! David wasn't there but the hostess couldn't have been nicer and we were quickly seated in the downstairs dining room, which is also the bar.

Appetizers consisted of a House Salad for Carol and Local Chicken Soup with White Beans, topped with Chimichurri (fabulous). Entrees consisted of Blackened Alaska Salmon served with a sauteed potato/clam cake and buerre blanc. I had the Cuban Strip Steak with red onion Marmalade. Both entrees were excellent and the leftovers were nonexistent. 

Can't remember the wine we had with dinner but dessert for me consisted of a glass of Eades 17yr old Single Malt Speyside Scotch.

Wonderful place, great atmosphere and ambiance coupled with extremely attentive and outgoing staff.",909.0,C&O,0.9848,Sunday
365,2013-03-24,5.0,"Amazing - everything from service to food to atmosphere.  A little over $100 before tip for two appetizers, two entrees, and four cocktails.  Great value for high-quality ingredients and delicious flavors. 

For our appetizers, we had the boston lettuce salad with pommery mustard dressing and the buffalo mozzarella which came with mushrooms and greens.  For our entrees, my partner ordered the steak chinoise (the forkful of steak and mashed potatoes dipped in the ginger sauce more or less melted in my mouth!) and I had the lamb and gnocchi (my mouth waters just remembering the complex flavor combinations of this dish).  I would not hesitate to order all of these again.  Of the drinks, my favorite was their hot toddy made with black tea, bourbon, and plenty of cloves!

C&O is a tiny three story restaurant located off the downtown mall. The ambiance is romantic and classic (dark wood and brick walls, dim lighting, waiters and staff are dressed in black and looking good).  I would not hesitate to recommend the experience to locals and visitors - it was a perfect (and delicious) evening out!",327.0,C&O,0.9771,Sunday
366,2013-03-25,2.0,"The old building gives a quaint, homey setting to your meal. Unfortunately, my group didn't feel very welcomed by the waitstaff here. We felt like they snubbed us for the entire time we were there. We were probably the youngest group in the place and I think they just wanted us to get out of there. 

As for their food--- it was all overpriced for average tasting food. I thought my beef was pretty tough and bland. My other friends were not wowed by their dishes either and it was a shame to spend $25+ on a dissatisfying meal. 

Food: 2.5
Value: 2
Service: 2.5

Overall: 2",618.0,C&O,-0.7489,Monday
367,2014-04-03,5.0,"Been a few times and always happy with the experience. Whichever room you're sitting in is always a good time--though for a younger crowd recommend the lower room with the bar as there is a little more relaxed feel. 

In my most recent visit we started off with a special--the lobster risotto which was to die for and followed up by getting the strip. Kind of like there old Cuban steak which was a staple but it tastes like the same marinade and was delicious all the same. Homemade desserts left us almost in a food coma. 

Good wine list but it's fun to do cocktails--try some freshly squeezed greyhounds ""goose hounds"" or screwdrivers--delicious, very easy to drink which always makes dinner more fun.

Service friendly and knowledgable as well. Would definitely recommend.",11.0,C&O,0.9929,Thursday
368,2014-10-15,5.0,"Now that my husband (fellow Yelper Michal F.) and I have lived in Cville for a year, we know what our fav spots are: We came back to C&O for another special occasion - my birthday dinner. 

The setting is perfect for a date night as the ambiance is quiet, cozy and dimly lit. Plus, they tried to leave a few empty tables around us and other couples for privacy. Side note: Definitely call in advance for reservations, as they get booked and we had to take an earlier dinner.

We again ordered Beef Carpaccio as an appetizer, and it was just as I remembered it from the year before: High-quality meat with fresh arugula, salty parm and a crunchy hashed potato.

For our entrees: I got Bass with crab, while Michal got the Ribeye Steak with mushrooms and potatoes. Both were hearty, generous, filling and flavorful dishes. The fish was incredibly fork tender, yet had a crisp sear on the outside - cooked to perfection. The steak was cooked as Michal asked, medium rare, with his fav veggie that reminds him of his childhood in the woods of his grandfather's farm. We happily traded plates mid-meal to complete our own ""Surf and Turf.""

Dessert - Enjoyed a divine Marscapone Cheesecake. It was tiny but rich. I appreciated how there was no crust and just ""filling."" The server put a little candle in the middle for me to blow out - nice touch!

Still need to return for the Late Night menu, as I'm curious how it compares.",375.0,C&O,0.9848,Wednesday
369,2015-04-16,2.0,"My friend and I came to C&O for Farm to Table Restaurant Week. As much as we were excited to try thus restaurant, we were a little disappointed by the food. The appetizer we got was rabbit dish. The mushroom was very fresh and highlighted the taste of the fettuccine. However, as a former vegetarian for 2 years, the meat smelled and tasted too strong for me. The main dish featured chicken with asparagus. The chicken was wrapped in ham - not a good combination. Also the white sauce killed the freshness of the chicken. Finally the dessert. I got raspberry frisk. Too sweet and chuncky.
I would not come back again and would not recommend to friends. But then again, keep in mind that I came here for the restaurant week.",230.0,C&O,0.015,Thursday
370,2016-01-25,4.0,"This is a fancy schmancy place.  High quality, high cost, great ambiance.  You take dates here to impress sort of place (in fact I'm pretty sure I was the only person here not on a date but I digress).  I was just visiting Charlottesville for work but I had been told by several friends I needed to check out C&O.  Fairly unassuming exterior, it feels like an old home thats been turned into a restaurant (which it probably has).  Fairly narrow interior, with tables upstairs and a narrow stair case near the entrance taking you down to the basement where there is the bar and some more tables.  

Service at the bar was prompt and polite.  Bartender made solid effort at conversation.  With a couple orders of red wine I got the veal appetizer and veal entree (I know, probably a tad excessive).  The dishes were prepared quite differently from each other and I thought they were good compliment with each other. The veal appetizer was amazing.  I wanted to lick the plate clean.  Just a wonderful carmelized flavor to it.  The veal was juicy and tender.  Im used to getting veal parmigian so it took me a second to realize that I hadn't gotten steak when it came out.  But it was very good.

All in all, I was impressed but this is a place you go to on special occasions.",526.0,C&O,0.9946,Monday
371,2016-02-21,4.0,"Very simple menu, one page. We shared the artichoke hearts which were amazing. Then I had the trout and my husband had the duck. Both appeared to be small portions but we were really full due to the richness of the ingredients. My trout was nicely cooked with crispy skin. 
Clientele was a bit older but classy!",201.0,C&O,0.9468,Sunday
372,2016-06-02,3.0,"My boyfriend took me here for my birthday since I've always wanted to try this place. The atmosphere is...interesting. I get that they wanted to evoke a feeling of being in a train, but the place is cramped and we sat at a table downstairs where it was extremely dark. Luckily we came early so there were only one or two other occupied tables and thus not as noisy as some of the other reviews stated. We shared duck, lamb and ravioli dishes and for the most part I didn't really care for them - they were either a little salty or just alright. We got creme brulee for dessert and that was great but not really different than creme brulee in other places. I still want to try their late night menu but will probably go elsewhere for a nice dinner.",453.0,C&O,0.9614,Thursday
373,2016-07-20,5.0,"C&O is a lovely restaurant.  I dined here for my birthday and it was a very special occasion.  I love the dark, romantic atmosphere.  The brick walls give the restaurant a classic sophistication and makes the building feel very historical.  Ad even though it was somewhat dark, the restaurant and staff were all very warm and inviting. 

Parking can be an ordeal so plan ahead to allow yourself time to park if you have a reservation.  The service is excellent and the drink and food menus are expansive and offer lots of amazing options.  For my birthday, they provided a complimentary dessert and it was the perfect touch to end a great evening.  I really enjoy C&O and try to stop in each time I visit Charlottesville.",693.0,C&O,0.9906,Wednesday
374,2016-11-03,5.0,"The food though small portioned was gourmet and wonderful. 
The Decour of the restaurant is unique and comfortable. The wait staff was warm and friendly as well as knowledgeable on every ingredient of every dish and even threw in some Hollywood and television trivia when asked!!!!
Vegetable soup was soup-er!!!

While not inexpensive the experience was well worth it.
What a special occasion or a good night out for find dining I would tell all my friends to meet me at C & O!!",128.0,C&O,0.9778,Thursday
375,2016-11-21,5.0,"A couple of years ago we went to C&O. Seemed at the time I would have said ""Food's overrated but has great atmosphere."" Last night really changed my mind. We had several excellent dishes that were simply spot on. They must have hired a new chef or something!

My favorite dishes were the duck breast with a blueberry reduction served with mashed sweet potatoes under a brussel sprout slaw. The gnocci with duck confit and butternut squash was also top-notch. For dessert, I had an amazing sticky toffee pudding topped with marscapone. I thought I wouldn't be able to eat dessert, but I ate every bite.

Given the amazing food AND intimate atmosphere, C&O now might be my favorite date restaurant!",17.0,C&O,0.9917,Monday
376,2016-12-07,5.0,"Came here on a Tuesday evening for dinner. We made reservations for a party of 6 at 6:30 pm. We were seated promptly and our coats were checked for us. I was given a ticket for my coat check and appreciated it as I like it when a restaurant minds the small details!

The food was outstanding. Half of our party ordered the Chesapeake stripe bass which was so lovely and tender. The roasted mushrooms that accompany the bass are buttery and delicious! The lemon caper sauce has slivers of lemon that give you a surprising tart bite that can be a bit bright if you aren't expecting it.

Some others ordered the steelhead trout and really enjoyed it as well.

Dessert was very satisfying. The creme brûlée was rich and smooth. The chocolate bread pudding was dense, rich, and moist. 

The upstairs space where we dined seems small and intimate and I can imagine how small it might seem on a busy weekend night. If you can, try to come out on a weekday as it is a little slower and pleasant! Wait staff was very attentive and polite. Would love to come again",194.0,C&O,0.9946,Wednesday
377,2017-01-18,5.0,"Definitely my favorite spot in cville for both fine dining French food and for a rustic cozy bar. I discovered this place about 10 years ago and it's one of the few places that's retained the quality in food over the years.
Upstairs is everything you'd think of with fine dining--white table cloth, full table setting, etc. The place to bring Mom for her birthday. 
Downstairs is dimly lit, rustic, lively. My spot for a cocktail with friends. 
Highly recommend the Steak chinois. Cooked medium rare and with mashed potatoes to die for. Also great classic cocktails---best Old Fashioned in town IMO.",11.0,C&O,0.9468,Wednesday
